dataset,market,category,position_change_metric,horizon,increase_n,increase_mean_return,increase_median_return,increase_hit_rate,increase_stdev,decrease_n,decrease_mean_return,decrease_median_return,decrease_hit_rate,decrease_stdev,mean_diff_up_minus_down,welch_t,normal_p_approx
tff_disaggregated,nq,dealer,long_oi_pct_change,2w_post_release,276,0.008466242708215948,0.013064638963658726,0.6557971014492754,0.0406408643241229,274,0.007884599907666334,0.010394643168290862,0.6204379562043796,0.03598440292493123,0.0005816428005496147,0.1777288943305007,0.8589358921045559
tff_disaggregated,nq,dealer,long_oi_pct_change,4w_post_release,275,0.01939932629765142,0.02555075597656198,0.7054545454545454,0.05375730886159865,273,0.013574132567588007,0.02099505721747108,0.6227106227106227,0.05850573791615872,0.005825193730063412,1.2134052792061565,0.22497490892473565
tff_disaggregated,nq,dealer,long_oi_pct_change,13w_post_release,268,0.05817581727832884,0.06799943803733366,0.7574626865671642,0.09125511853519197,270,0.04942323945520235,0.0513774272925166,0.7851851851851852,0.0931854040048383,0.008752577823126488,1.100679522037245,0.27103616183027684
tff_disaggregated,nq,dealer,short_oi_pct_change,1d_post_release,274,0.002080041169637433,0.0022449257518135646,0.6131386861313869,0.01278340175414121,277,0.0001253323714475146,0.0015109456401620758,0.5776173285198556,0.015844374637481534,0.001954708798189918,1.5945768753214404,0.11080688716550789
tff_disaggregated,nq,dealer,short_oi_pct_change,2d_post_release,274,0.0021403685379479988,0.0030774220968949884,0.6021897810218978,0.01591092367079814,277,0.0028161124066956845,0.0033824865870624166,0.6101083032490975,0.018180153341082923,-0.0006757438687476857,-0.4644163659977577,0.642349466807741
tff_disaggregated,nq,dealer,short_oi_pct_change,3d_post_release,274,0.0038171946669418393,0.0034808116505843367,0.583941605839416,0.02061251076704872,277,0.0038806941360973565,0.005354198364834195,0.6137184115523465,0.021830469986504317,-6.349946915551723e-05,-0.03510933848259091,0.9719925549721449
tff_disaggregated,nq,dealer,short_oi_pct_change,1w_post_release,274,0.0038920184482887053,0.004462771583306213,0.5802919708029197,0.02736085178626236,277,0.004522935874058121,0.005460281717381221,0.5812274368231047,0.02954252972923548,-0.0006309174257694153,-0.26012098523952765,0.7947704510748916
tff_disaggregated,nq,dealer,short_oi_pct_change,2w_post_release,273,0.009273165837199015,0.012727531285551708,0.652014652014652,0.03603310066621322,277,0.007095628478746737,0.011426715289494904,0.6245487364620939,0.04055536027605417,0.0021775373584522776,0.6658897085579484,0.5054815990619789
tff_disaggregated,nq,dealer,short_oi_pct_change,4w_post_release,273,0.015060988728726065,0.02281602012219275,0.6446886446886447,0.05625443879734964,275,0.017923283635867093,0.02221086103768366,0.6836363636363636,0.056206688290606224,-0.0028622949071410286,-0.5957974235719647,0.5513105651101942
tff_disaggregated,nq,dealer,short_oi_pct_change,13w_post_release,268,0.05089400931050985,0.05358667799028172,0.7798507462686567,0.08555055621449423,270,0.0566511081047412,0.0636687165069888,0.762962962962963,0.09852081530440449,-0.0057570987942313495,-0.7238412309735158,0.4691632132565733
