series	actor_role	horizon	predictor	predictor_family	classification	holdout_n	independent_n	holdout_spearman_rho	independent_spearman_rho	oos_r2	p90_minus_p10_spread_pp	global_fdr_q	family_fdr_q	best_incremental_oi_model	incremental_oi_r2_gain	augmented_oos_r2
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	friday	delta_net_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	182	101	0.024806	0.05873	0.002939	0.415752	0.978377	0.98761	position_ratio_plus_oi_level	-0.000365	-0.00834
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	1w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	0.036965	0.042745	0.003994	0.556975	0.978377	1.0	signed_flow_percentiles	0.003488	0.005612
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	2w	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	238	80	0.043585	-0.013197	0.00047	0.438735	0.99153	0.98671	signed_flow_percentiles	-0.001478	-0.002198
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	3w	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	0.044161	0.045402	0.001613	0.614169	0.987554	0.98647	signed_flow_percentiles	-0.000276	-0.002706
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	4w	short_oi_pct	oi_normalized_position	NO_OOS_GAIN	236	48	-0.030304	-0.124946	-0.004138	-0.95706	0.978377	0.969894	net_oi_flow_plus_oi_pct	0.004182	0.001568
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	6w	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	233	34	0.026242	0.13369	0.001451	1.284782	0.978377	0.969894	signed_flow_percentiles	-0.001141	-0.00331
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	8w	long_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	231	26	-0.088926	-0.117949	0.001925	-4.324765	0.978377	0.969894	raw_net_flow_plus_oi_pct	-0.001887	-0.003375
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	13w	net_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	226	17	-0.029598	0.166667	0.004633	-0.459651	0.978377	0.969894	raw_net_flow_plus_oi_pct	0.002872	-0.002087
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	26w	short_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	0.19345	0.190476	0.008632	2.046559	0.978377	0.969894	signed_flow_percentiles	0.000916	-0.000192
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	39w	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	5	-0.041348	-0.5	0.000911	2.081655	0.978377	0.983492	raw_net_flow_plus_oi_pct	0.007112	0.009714
tff:nq:other_reportable	SECONDARY_DIRECTIONAL	52w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	186	4	0.172755	0.4	0.087835		0.978377	0.938281	net_oi_flow_plus_oi_pct	-0.000764	-0.002007
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	monday	long_oi_pct	oi_normalized_position	NO_OOS_GAIN	157	85	-0.173981	-0.248876			0.841218	0.83293			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	tuesday	long_oi_pct	oi_normalized_position	NO_OOS_GAIN	156	85	-0.197696	-0.164647			0.978377	0.969894			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	wednesday	long_contracts	raw_position_level	NO_OOS_GAIN	153	83	-0.127143	-0.147538			0.978377	0.868171			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	thursday	delta_short_contracts	raw_position_flow	NO_OOS_GAIN	145	80	-0.051399	-0.138162			0.978377	0.98761			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	friday	delta_short_contracts	raw_position_flow	NO_OOS_GAIN	138	77	-0.126106	-0.239576			0.841218	0.938501			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	1w	delta_short_contracts	raw_position_flow	NO_OOS_GAIN	183	93	-0.068443	-0.28619			0.609824	0.633063			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	2w	long_oi_pct	oi_normalized_position	NO_OOS_GAIN	182	61	-0.282407	-0.275304			0.841218	0.83293			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	3w	long_oi_pct	oi_normalized_position	NO_OOS_GAIN	181	46	-0.315903	-0.467283			0.421471	0.302532			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	4w	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	180	36	0.004393	0.372716			0.841218	0.785414			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	6w	net_contracts_percentile	raw_position_level_normalized	NO_OOS_GAIN	177	26	-0.389901	-0.228718			0.978377	0.971823			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	8w	long_oi_pct	oi_normalized_position	NO_OOS_GAIN	175	20	-0.481077	-0.667669			0.421471	0.302532			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	13w	net_contracts_percentile	raw_position_level_normalized	NO_OOS_GAIN	170	13	-0.629714	-0.736264			0.524617	0.390477			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	26w	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	157	6	-0.138236	0.771429			0.943159	0.98761			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	39w	net_contracts_percentile	raw_position_level_normalized	NO_OOS_GAIN	143	4	-0.659474	-0.8			0.978377	0.971823			
tff:rty:asset_mgr	PRIMARY_DIRECTIONAL	52w	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	130	3	-0.133313	-1.0							
tff:rty:dealer	INTERMEDIARY_CONTEXT	monday	long_contracts	raw_position_level	NO_OOS_GAIN	157	85	0.11576	0.219855			0.870842	0.668865			
tff:rty:dealer	INTERMEDIARY_CONTEXT	tuesday	signed_change_percentile	oi_normalized_flow	NO_OOS_GAIN	156	85	0.190713	0.203459			0.922778	0.96862			
tff:rty:dealer	INTERMEDIARY_CONTEXT	wednesday	signed_change_percentile	oi_normalized_flow	NO_OOS_GAIN	153	83	0.178272	0.219533			0.872268	0.929775			
tff:rty:dealer	INTERMEDIARY_CONTEXT	thursday	signed_delta_net_contracts_percentile	raw_position_flow_normalized	NO_OOS_GAIN	145	80	0.117401	0.193226			0.976318	0.998913			
tff:rty:dealer	INTERMEDIARY_CONTEXT	friday	short_contracts	raw_position_level	NO_OOS_GAIN	138	77	-0.009158	0.131658			0.978377	0.915649			
tff:rty:dealer	INTERMEDIARY_CONTEXT	1w	short_contracts	raw_position_level	NO_OOS_GAIN	183	93	-0.051503	0.100668			0.978377	0.938281			
tff:rty:dealer	INTERMEDIARY_CONTEXT	2w	net_contracts_percentile	raw_position_level_normalized	NO_OOS_GAIN	182	61	0.157416	0.186568			0.978377	0.971823			
tff:rty:dealer	INTERMEDIARY_CONTEXT	3w	long_contracts	raw_position_level	NO_OOS_GAIN	181	46	0.181205	0.365402			0.736645	0.549609			
tff:rty:dealer	INTERMEDIARY_CONTEXT	4w	net_contracts_percentile	raw_position_level_normalized	NO_OOS_GAIN	180	36	0.251127	0.252767			0.978377	0.971823			
tff:rty:dealer	INTERMEDIARY_CONTEXT	6w	net_contracts_percentile	raw_position_level_normalized	NO_OOS_GAIN	177	26	0.33923	0.21641			0.978377	0.971823			
tff:rty:dealer	INTERMEDIARY_CONTEXT	8w	position_percentile	oi_normalized_position	NO_OOS_GAIN	175	20	0.446379	0.637594			0.469155	0.302532			
tff:rty:dealer	INTERMEDIARY_CONTEXT	13w	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	170	13	0.159785	-0.615385			0.841218	0.875768			
tff:rty:dealer	INTERMEDIARY_CONTEXT	26w	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	157	6	0.113124	0.885714			0.795798	0.875768			
tff:rty:dealer	INTERMEDIARY_CONTEXT	39w	net_contracts_percentile	raw_position_level_normalized	NO_OOS_GAIN	143	4	0.478965	0.8			0.978377	0.971823			
tff:rty:dealer	INTERMEDIARY_CONTEXT	52w	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	130	3	0.132759	0.5							
tff:rty:lev_money	PRIMARY_DIRECTIONAL	monday	short_contracts	raw_position_level	NO_OOS_GAIN	157	85	0.100112	0.089506			0.978377	0.938281			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	tuesday	signed_delta_net_contracts_percentile	raw_position_flow_normalized	NO_OOS_GAIN	156	85	-0.156843	-0.096463			0.978377	1.0			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	wednesday	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	153	83	-0.196383	-0.209731			0.907551	0.96862			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	thursday	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	145	80	-0.081452	-0.251172			0.841218	0.875768			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	friday	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	138	77	-0.088644	-0.252905			0.841218	0.875768			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	1w	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	183	93	-0.102451	-0.194309			0.923487	0.96862			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	2w	signed_change_percentile	oi_normalized_flow	NO_OOS_GAIN	182	61	-0.023848	0.124802			0.978377	0.96862			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	3w	short_contracts	raw_position_level	NO_OOS_GAIN	181	46	0.163635	0.304718			0.850328	0.668865			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	4w	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	180	36	0.053904	-0.466409			0.558864	0.602527			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	6w	delta_short_contracts	raw_position_flow	NO_OOS_GAIN	177	26	0.056356	-0.287521			0.978377	0.98761			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	8w	short_oi_pct	oi_normalized_position	NO_OOS_GAIN	175	20	0.358309	0.500752			0.841218	0.83293			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	13w	long_oi_pct	oi_normalized_position	NO_OOS_GAIN	170	13	0.274235	0.285714			0.978377	0.969894			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	26w	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	157	6	0.094969	-0.6			0.978377	0.98761			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	39w	long_contracts	raw_position_level	NO_OOS_GAIN	143	4	0.325871	0.8			0.978377	0.915649			
tff:rty:lev_money	PRIMARY_DIRECTIONAL	52w	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	130	3	0.088662	1.0							
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	monday	net_contracts	raw_position_level	NO_OOS_GAIN	157	85	-0.080995	-0.213035			0.894843	0.707215			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	tuesday	net_oi_pct	oi_normalized_position	NO_OOS_GAIN	156	85	-0.132873	-0.177018			0.978377	0.969894			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	wednesday	net_contracts	raw_position_level	NO_OOS_GAIN	153	83	-0.109394	-0.220016			0.870842	0.668865			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	thursday	net_oi_pct	oi_normalized_position	NO_OOS_GAIN	145	80	-0.094737	-0.217042			0.899685	0.872504			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	friday	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	138	77	0.096954	0.130317			0.978377	0.96862			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	1w	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	183	93	-0.06954	-0.213989			0.850328	0.940392			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	2w	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	182	61	-0.066439	0.20698			0.978377	0.98761			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	3w	position_percentile	oi_normalized_position	NO_OOS_GAIN	181	46	-0.230175	-0.325686			0.841218	0.83293			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	4w	net_contracts_percentile	raw_position_level_normalized	NO_OOS_GAIN	180	36	-0.288373	-0.31583			0.91958	0.927718			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	6w	position_percentile	oi_normalized_position	NO_OOS_GAIN	177	26	-0.37423	-0.235556			0.978377	0.969894			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	8w	short_oi_pct	oi_normalized_position	NO_OOS_GAIN	175	20	0.410083	0.756391			0.09971	0.054551			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	13w	net_contracts_percentile	raw_position_level_normalized	NO_OOS_GAIN	170	13	-0.545384	-0.467033			0.978377	0.956051			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	26w	position_percentile	oi_normalized_position	NO_OOS_GAIN	157	6	-0.448282	-0.942857			0.47139	0.302532			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	39w	long_contracts	raw_position_level	NO_OOS_GAIN	143	4	-0.234258	-0.8			0.978377	0.915649			
tff:rty:non_reportable	SECONDARY_DIRECTIONAL	52w	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	130	3	-0.094812	1.0							
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	monday	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	157	85	-0.064848	-0.149923			0.978377	0.98761			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	tuesday	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	156	85	-0.178468	-0.271635			0.736645	0.785414			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	wednesday	short_oi_pct	oi_normalized_position	NO_OOS_GAIN	153	83	-0.10018	-0.106398			0.978377	0.969894			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	thursday	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	145	80	-0.139124	-0.183604			0.978377	0.98761			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	friday	long_oi_pct	oi_normalized_position	NO_OOS_GAIN	138	77	0.052693	0.211815			0.928588	0.900909			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	1w	net_contracts	raw_position_level	NO_OOS_GAIN	183	93	0.08513	0.164528			0.978377	0.846273			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	2w	delta_short_contracts	raw_position_flow	NO_OOS_GAIN	182	61	0.048629	0.192332			0.978377	0.98761			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	3w	delta_net_contracts	raw_position_flow	NO_OOS_GAIN	181	46	0.054366	0.407216			0.571229	0.609062			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	4w	delta_short_contracts	raw_position_flow	NO_OOS_GAIN	180	36	0.015052	-0.268211			0.978377	0.98761			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	6w	net_oi_pct	oi_normalized_position	NO_OOS_GAIN	177	26	0.024353	0.167863			0.978377	0.969894			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	8w	short_oi_pct	oi_normalized_position	NO_OOS_GAIN	175	20	-0.193524	-0.326316			0.978377	0.969894			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	13w	delta_short_contracts	raw_position_flow	NO_OOS_GAIN	170	13	-0.023255	0.302198			0.978377	0.98761			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	26w	long_oi_pct	oi_normalized_position	NO_OOS_GAIN	157	6	-0.422606	-0.885714			0.795798	0.724638			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	39w	net_contracts	raw_position_level	NO_OOS_GAIN	143	4	-0.073271	-0.8			0.978377	0.915649			
tff:rty:other_reportable	SECONDARY_DIRECTIONAL	52w	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	130	3	-0.086564	-1.0							
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	monday	short_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	203	111	0.180753	0.238066	0.016947	0.100825	0.736645	0.549609	raw_net_flow_plus_oi_pct	0.257126	-0.827855
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	tuesday	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	202	111	-0.109045	-0.059108	0.001046	-0.573306	0.978377	1.0	signed_flow_percentiles	0.002021	1e-06
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	wednesday	delta_1w_net_oi_pp	oi_normalized_flow	NO_OOS_GAIN	199	109	0.028476	0.077806	-0.001317	-0.103366	0.978377	0.983492	signed_flow_percentiles	-0.00359	-0.007068
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	thursday	signed_change_percentile	oi_normalized_flow	NO_OOS_GAIN	190	105	0.043479	0.103898	-0.000863	0.056366	0.978377	0.96862	signed_flow_percentiles	0.000264	-0.000599
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	friday	position_percentile	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	182	101	0.090981	0.075352	0.002313	0.567555	0.978377	0.969894	signed_flow_percentiles	-0.022198	-0.022967
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	1w	signed_change_percentile	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	0.086047	0.017748	0.003044	-0.061757	0.987554	1.0	raw_net_flow_plus_oi_pct	0.006957	-0.050159
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	2w	signed_change_percentile	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	238	80	0.048241	0.053915	0.003523	0.247942	0.978377	1.0	raw_net_flow_plus_oi_pct	0.083481	-0.078015
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	3w	signed_change_percentile	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	0.01548	-0.012392	0.002661	0.365223	0.993659	1.0	raw_net_flow_plus_oi_pct	0.016283	-0.059838
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	4w	short_contracts	raw_position_level	NO_OOS_GAIN	236	48	0.287411	0.417716	-0.086309	4.755529	0.524617	0.50767	signed_flow_percentiles	-0.042863	-0.044843
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	6w	short_contracts	raw_position_level	NO_OOS_GAIN	233	34	0.32648	0.371429	-0.121586	5.826407	0.841218	0.668865	signed_flow_percentiles	-0.014423	-0.015024
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	8w	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	231	26	-0.022144	0.010598	0.001105	-1.463527	1.0	1.0	signed_flow_percentiles	-0.005154	-0.004339
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	13w	short_contracts	raw_position_level	NO_OOS_GAIN	226	17	0.395677	0.509804	-0.125972	6.987007	0.841218	0.668865	signed_flow_percentiles	-0.008785	-0.00937
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	26w	short_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	213	8	0.548243	0.52381	0.103465	12.33794	0.978377	0.873351	position_ratio_plus_oi_level	0.378143	-0.320996
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	39w	long_oi_pct	oi_normalized_position	NO_OOS_GAIN	199	5	0.056723	-0.3	-0.27001	-1.830368	0.978377	0.969894	raw_net_flow_plus_oi_pct	0.02846	-0.056658
tff:sp500:asset_mgr	PRIMARY_DIRECTIONAL	52w	signed_change_percentile	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	186	4	0.067857	0.8	0.006769	-1.087044	0.978377	0.96862	signed_flow_percentiles	0.000531	0.0073
tff:sp500:dealer	INTERMEDIARY_CONTEXT	monday	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	203	111	-0.04996	-0.078686	0.001001	-0.242883	0.978377	1.0	signed_flow_percentiles	-0.149814	-0.156469
tff:sp500:dealer	INTERMEDIARY_CONTEXT	tuesday	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	202	111	-0.046638	-0.099605	0.001853	-0.30527	0.978377	0.998913	signed_flow_percentiles	0.001684	0.001536
tff:sp500:dealer	INTERMEDIARY_CONTEXT	wednesday	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	109	4.7e-05	0.104597	0.001197	-0.312628	0.978377	0.96862	signed_flow_percentiles	-0.000575	-0.000956
tff:sp500:dealer	INTERMEDIARY_CONTEXT	thursday	delta_1w_net_oi_pp	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	190	105	0.028213	0.044179	0.000372	-0.220308	0.978377	1.0	raw_net_flow_plus_oi_pct	-0.000366	-0.079938
tff:sp500:dealer	INTERMEDIARY_CONTEXT	friday	position_percentile	oi_normalized_position	NO_OOS_GAIN	182	101	-0.101156	-0.146872	-0.02084	-0.710978	0.978377	0.969894	raw_net_flow_plus_oi_pct	0.005463	-0.258502
tff:sp500:dealer	INTERMEDIARY_CONTEXT	1w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	-0.057352	-0.107519	0.001164	-0.540969	0.978377	0.998913	net_oi_flow_plus_oi_pct	-0.000689	0.000195
tff:sp500:dealer	INTERMEDIARY_CONTEXT	2w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	238	80	-0.025422	-0.213947	0.001595	-0.3553	0.907551	0.998913	signed_flow_percentiles	-0.039094	-0.038591
tff:sp500:dealer	INTERMEDIARY_CONTEXT	3w	long_contracts	raw_position_level	NO_OOS_GAIN	237	60	0.194626	0.36449	-2.67925	3.994272	0.562649	0.50767	signed_flow_percentiles	-0.044793	-0.050457
tff:sp500:dealer	INTERMEDIARY_CONTEXT	4w	signed_change_percentile	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	236	48	0.020717	0.000868	0.000118	-0.859363	1.0	1.0	signed_flow_percentiles	-0.028345	-0.028228
tff:sp500:dealer	INTERMEDIARY_CONTEXT	6w	short_contracts	raw_position_level	NO_OOS_GAIN	233	34	0.121635	0.330176	-37.826798	2.807373	0.907551	0.707215	position_ratio_plus_oi_level	0.062071	-1.268367
tff:sp500:dealer	INTERMEDIARY_CONTEXT	8w	delta_long_contracts	raw_position_flow	NO_OOS_GAIN	231	26	0.076415	0.628718	-0.022876	-0.349989	0.293516	0.204938	position_ratio_plus_oi_level	0.294028	-1.28508
tff:sp500:dealer	INTERMEDIARY_CONTEXT	13w	long_contracts	raw_position_level	NO_OOS_GAIN	226	17	0.325993	0.470588	-10.881589	11.797887	0.907551	0.707215	position_ratio_plus_oi_level	0.409242	-1.270574
tff:sp500:dealer	INTERMEDIARY_CONTEXT	26w	signed_change_percentile	oi_normalized_flow	NO_OOS_GAIN	213	8	-0.090375	-0.571429	-0.007515	-3.029166	0.978377	0.96862	position_ratio_plus_oi_level	0.590602	-1.277874
tff:sp500:dealer	INTERMEDIARY_CONTEXT	39w	delta_short_contracts	raw_position_flow	NO_OOS_GAIN	199	5	0.081046	0.3	-0.055491	2.544989	0.978377	0.98761	position_ratio_plus_oi_level	0.383896	-3.902325
tff:sp500:dealer	INTERMEDIARY_CONTEXT	52w	signed_delta_net_contracts_percentile	raw_position_flow_normalized	NO_OOS_GAIN	186	4	-0.038009	-0.4	-0.027776	-1.669292	0.978377	1.0	position_ratio_plus_oi_level	0.651274	-3.720877
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	monday	long_oi_pct	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	203	111	0.014255	0.041918	0.01239	-0.45884	0.978377	0.969894	position_ratio_plus_oi_level	0.105587	-0.245365
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	tuesday	long_contracts	raw_position_level	OVERLAP_CONFIRMED_NOT_FDR	202	111	0.133988	0.260302	0.011202	0.362313	0.621636	0.52743	signed_flow_percentiles	0.000951	0.006109
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	wednesday	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	199	109	0.059214	0.113344	0.011605	0.444195	0.978377	0.908866	raw_net_flow_plus_oi_pct	0.00829	-0.008086
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	thursday	position_percentile	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	190	105	0.058233	0.109299	0.000421	0.844952	0.978377	0.969894	signed_flow_percentiles	-0.00037	-0.000302
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	friday	delta_long_contracts	raw_position_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	182	101	0.02418	-0.059243	0.003242	0.334169	0.978377	0.98761	raw_net_flow_plus_oi_pct	0.002211	-0.005871
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	1w	position_percentile	oi_normalized_position	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	239	121	0.065421	0.114978	0.000717	-0.622985	0.978377	0.969894	raw_net_flow_plus_oi_pct	0.013064	-0.034637
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	2w	position_percentile	oi_normalized_position	OVERLAP_CONFIRMED_NOT_FDR	238	80	0.117077	0.101828	0.001083	-2.622982	0.978377	0.969894	raw_net_flow_plus_oi_pct	-0.004133	-0.178587
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	3w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	237	60	0.164585	0.19072	0.003725	1.090702	0.978377	0.848943	raw_net_flow_plus_oi_pct	0.012595	-0.104406
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	4w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	236	48	0.174646	0.262375	0.003181	1.403121	0.94037	0.738159	position_ratio_plus_oi_level	0.01497	-0.063674
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	6w	long_contracts	raw_position_level	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	233	34	0.184559	0.256532	0.007923	2.02792	0.978377	0.848943	position_ratio_plus_oi_level	0.118769	0.023195
tff:sp500:lev_money	PRIMARY_DIRECTIONAL	8w	signed_change_percentile	oi_normalized_flow	POSITIVE_OOS_GAIN_NOT_OVERLAP_CONFIRMED	231	26	0.076367	0.122735	0.002195	2.307163	0.978377	1.0	position_ratio_plus_oi_level	0.079299	0.054038
